id,name_ja,name_en,type_ja,category_ja,power,accuracy,pp,priority,generation,effect_en,contact,punch,sound,bullet,pulse,slicing,wind,bite,powder,heal,protect,reflectable,mirror
174,のろい,curse,ゴースト,へんか,,,10,0,第二世代,Ghosts pay half their max HP to hurt the target every turn.  Others decrease Speed but raise Attack and Defense.,0,0,0,0,0,0,0,0,0,0,0,0,0
175,じたばた,flail,ノーマル,ぶつり,,100,15,0,第二世代,"Inflicts more damage when the user has less HP remaining, with a maximum of 200 power.",0,0,0,0,0,0,0,0,0,0,0,0,0
176,テクスチャー2,conversion-2,ノーマル,へんか,,,30,0,第二世代,Changes the user’s type to a random type either resistant or immune to the last move used against it.,0,0,0,0,0,0,0,0,0,0,0,0,0
177,エアロブラスト,aeroblast,ひこう,とくしゅ,100,95,5,0,第二世代,Has an increased chance for a critical hit.,0,0,0,0,0,0,1,0,0,0,1,0,1
178,わたほうし,cotton-spore,くさ,へんか,,100,40,0,第二世代,Lowers the target’s Speed by two stages.,0,0,0,0,0,0,0,0,1,0,1,1,1
179,きしかいせい,reversal,かくとう,ぶつり,,100,15,0,第二世代,"Inflicts more damage when the user has less HP remaining, with a maximum of 200 power.",0,0,0,0,0,0,0,0,0,0,0,0,0
180,うらみ,spite,ゴースト,へんか,,100,10,0,第二世代,Lowers the PP of the target’s last used move by 4.,0,0,0,0,0,0,0,0,0,0,1,1,1
181,こなゆき,powder-snow,こおり,とくしゅ,40,100,25,0,第二世代,Has a chance to freeze the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
182,まもる,protect,ノーマル,へんか,,,10,4,第二世代,Prevents any moves from hitting the user this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
183,マッハパンチ,mach-punch,かくとう,ぶつり,40,100,30,1,第二世代,Inflicts regular damage with no additional effect.,1,1,0,0,0,0,0,0,0,0,1,0,1
184,こわいかお,scary-face,ノーマル,へんか,,100,10,0,第二世代,Lowers the target’s Speed by two stages.,0,0,0,0,0,0,0,0,0,0,1,1,1
185,だましうち,feint-attack,あく,ぶつり,60,,20,0,第二世代,Never misses.,1,0,0,0,0,0,0,0,0,0,1,0,1
186,てんしのキッス,sweet-kiss,フェアリー,へんか,,75,10,0,第二世代,Confuses the target.,0,0,0,0,0,0,0,0,0,0,1,1,1
187,はらだいこ,belly-drum,ノーマル,へんか,,,10,0,第二世代,User pays half its max HP to max out its Attack.,0,0,0,0,0,0,0,0,0,0,0,0,0
188,ヘドロばくだん,sludge-bomb,どく,とくしゅ,90,100,10,0,第二世代,Has a chance to poison the target.,0,0,0,1,0,0,0,0,0,0,1,0,1
189,どろかけ,mud-slap,じめん,とくしゅ,20,100,10,0,第二世代,Has a chance to lower the target’s accuracy by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
190,オクタンほう,octazooka,みず,とくしゅ,65,85,10,0,第二世代,Has a chance to lower the target’s accuracy by one stage.,0,0,0,1,0,0,0,0,0,0,1,0,1
191,まきびし,spikes,じめん,へんか,,,20,0,第二世代,"Scatters Spikes, hurting opposing Pokémon that switch in.",0,0,0,0,0,0,0,0,0,0,0,1,0
192,でんじほう,zap-cannon,でんき,とくしゅ,120,50,5,0,第二世代,Has a chance to paralyze the target.,0,0,0,1,0,0,0,0,0,0,1,0,1
193,みやぶる,foresight,ノーマル,へんか,,,40,0,第二世代,"Forces the target to have no Evade, and allows it to be hit by Normal and Fighting moves even if it’s a Ghost.",0,0,0,0,0,0,0,0,0,0,1,1,1
194,みちづれ,destiny-bond,ゴースト,へんか,,,5,0,第二世代,"If the user faints this turn, the target automatically will, too.",0,0,0,0,0,0,0,0,0,0,0,0,0
195,ほろびのうた,perish-song,ノーマル,へんか,,,5,0,第二世代,User and target both faint after three turns.,0,0,1,0,0,0,0,0,0,0,0,0,0
196,こごえるかぜ,icy-wind,こおり,とくしゅ,55,95,15,0,第二世代,Has a chance to lower the target’s Speed by one stage.,0,0,0,0,0,0,1,0,0,0,1,0,1
197,みきり,detect,かくとう,へんか,,,5,4,第二世代,Prevents any moves from hitting the user this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
198,ボーンラッシュ,bone-rush,じめん,ぶつり,25,90,10,0,第二世代,Hits 2-5 times in one turn.,0,0,0,0,0,0,0,0,0,0,1,0,1
199,ロックオン,lock-on,ノーマル,へんか,,,5,0,第二世代,Ensures that the user’s next move will hit the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
200,げきりん,outrage,ドラゴン,ぶつり,120,100,10,0,第二世代,"Hits every turn for 2-3 turns, then confuses the user.",1,0,0,0,0,0,0,0,0,0,1,0,1
201,すなあらし,sandstorm,いわ,へんか,,,10,0,第二世代,Changes the weather to a sandstorm for five turns.,0,0,0,0,0,0,1,0,0,0,0,0,0
202,ギガドレイン,giga-drain,くさ,とくしゅ,75,100,10,0,第二世代,Drains half the damage inflicted to heal the user.,0,0,0,0,0,0,0,0,0,1,1,0,1
203,こらえる,endure,ノーマル,へんか,,,10,4,第二世代,Prevents the user’s HP from lowering below 1 this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
204,あまえる,charm,フェアリー,へんか,,100,20,0,第二世代,Lowers the target’s Attack by two stages.,0,0,0,0,0,0,0,0,0,0,1,1,1
205,ころがる,rollout,いわ,ぶつり,30,90,20,0,第二世代,"Power doubles every turn this move is used in succession after the first, resetting after five turns.",0,0,0,0,0,0,0,0,0,0,0,0,0
206,みねうち,false-swipe,ノーマル,ぶつり,40,100,40,0,第二世代,Cannot lower the target’s HP below 1.,1,0,0,0,0,0,0,0,0,0,1,0,1
207,いばる,swagger,ノーマル,へんか,,85,15,0,第二世代,Raises the target’s Attack by two stages and confuses the target.,0,0,0,0,0,0,0,0,0,0,1,1,1
208,ミルクのみ,milk-drink,ノーマル,へんか,,,5,0,第二世代,Heals the user by half its max HP.,0,0,0,0,0,0,0,0,0,1,0,0,0
209,スパーク,spark,でんき,ぶつり,65,100,20,0,第二世代,Has a chance to paralyze the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
210,れんぞくぎり,fury-cutter,むし,ぶつり,40,95,20,0,第二世代,"Power doubles every turn this move is used in succession after the first, maxing out after five turns.",0,0,0,0,0,0,0,0,0,0,0,0,0
211,はがねのつばさ,steel-wing,はがね,ぶつり,70,90,25,0,第二世代,Has a chance to raise the user’s Defense by one stage.,1,0,0,0,0,0,0,0,0,0,1,0,1
212,くろいまなざし,mean-look,ノーマル,へんか,,,5,0,第二世代,Prevents the target from leaving battle.,0,0,0,0,0,0,0,0,0,0,0,1,1
213,メロメロ,attract,ノーマル,へんか,,100,15,0,第二世代,"Target falls in love if it has the opposite gender, and has a 50% chance to refuse attacking the user.",0,0,0,0,0,0,0,0,0,0,1,1,1
214,ねごと,sleep-talk,ノーマル,へんか,,,10,0,第二世代,Randomly uses one of the user’s other three moves.  Only works if the user is sleeping.,0,0,0,0,0,0,0,0,0,0,0,0,0
215,いやしのすず,heal-bell,ノーマル,へんか,,,5,0,第二世代,Cures the entire party of major status effects.,0,0,1,0,0,0,0,0,0,0,0,0,0
216,おんがえし,return,ノーマル,ぶつり,,100,20,0,第二世代,"Power increases with happiness, up to a maximum of 102.",0,0,0,0,0,0,0,0,0,0,0,0,0
217,プレゼント,present,ノーマル,ぶつり,,90,15,0,第二世代,Randomly inflicts damage with power from 40 to 120 or heals the target for 1/4 its max HP.,0,0,0,0,0,0,0,0,0,0,1,0,1
218,やつあたり,frustration,ノーマル,ぶつり,,100,20,0,第二世代,"Power increases as happiness decreases, up to a maximum of 102.",0,0,0,0,0,0,0,0,0,0,0,0,0
219,しんぴのまもり,safeguard,ノーマル,へんか,,,25,0,第二世代,Protects the user’s field from major status ailments and confusion for five turns.,0,0,0,0,0,0,0,0,0,0,0,0,0
220,いたみわけ,pain-split,ノーマル,へんか,,,20,0,第二世代,Sets the user’s and targets’s HP to the average of their current HP.,0,0,0,0,0,0,0,0,0,0,1,0,1
221,せいなるほのお,sacred-fire,ほのお,ぶつり,100,95,5,0,第二世代,Has a chance to burn the target.  Lets frozen Pokémon thaw themselves.,0,0,0,0,0,0,0,0,0,0,1,0,1
222,マグニチュード,magnitude,じめん,ぶつり,,100,30,0,第二世代,Power varies randomly from 10 to 150.,0,0,0,0,0,0,0,0,0,0,1,0,1
223,ばくれつパンチ,dynamic-punch,かくとう,ぶつり,100,50,5,0,第二世代,Has a chance to confuse the target.,1,1,0,0,0,0,0,0,0,0,1,0,1
224,メガホーン,megahorn,むし,ぶつり,120,85,10,0,第二世代,Inflicts regular damage with no additional effect.,1,0,0,0,0,0,0,0,0,0,1,0,1
225,りゅうのいぶき,dragon-breath,ドラゴン,とくしゅ,60,100,20,0,第二世代,Has a chance to paralyze the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
226,バトンタッチ,baton-pass,ノーマル,へんか,,,40,0,第二世代,Allows the trainer to switch out the user and pass effects along to its replacement.,0,0,0,0,0,0,0,0,0,0,0,0,0
227,アンコール,encore,ノーマル,へんか,,100,5,0,第二世代,Forces the target to repeat its last used move every turn for 2 to 6 turns.,0,0,0,0,0,0,0,0,0,0,1,1,1
228,おいうち,pursuit,あく,ぶつり,40,100,20,0,第二世代,"Has double power against, and can hit, Pokémon attempting to switch out.",0,0,0,0,0,0,0,0,0,0,0,0,0
229,こうそくスピン,rapid-spin,ノーマル,ぶつり,50,100,40,0,第二世代,"Frees the user from binding moves, removes Leech Seed, and blows away Spikes.",1,0,0,0,0,0,0,0,0,0,1,0,1
230,あまいかおり,sweet-scent,ノーマル,へんか,,100,20,0,第二世代,Lowers the target’s evasion by one stage.,0,0,0,0,0,0,0,0,0,0,1,1,1
231,アイアンテール,iron-tail,はがね,ぶつり,100,75,15,0,第二世代,Has a chance to lower the target’s Defense by one stage.,1,0,0,0,0,0,0,0,0,0,1,0,1
232,メタルクロー,metal-claw,はがね,ぶつり,50,95,35,0,第二世代,Has a chance to raise the user’s Attack by one stage.,1,0,0,0,0,0,0,0,0,0,1,0,1
233,あてみなげ,vital-throw,かくとう,ぶつり,70,,10,-1,第二世代,Never misses.,1,0,0,0,0,0,0,0,0,0,1,0,1
234,あさのひざし,morning-sun,ノーマル,へんか,,,5,0,第二世代,Heals the user by half its max HP.  Affected by weather.,0,0,0,0,0,0,0,0,0,1,0,0,0
235,こうごうせい,synthesis,くさ,へんか,,,5,0,第二世代,Heals the user by half its max HP.  Affected by weather.,0,0,0,0,0,0,0,0,0,1,0,0,0
236,つきのひかり,moonlight,フェアリー,へんか,,,5,0,第二世代,Heals the user by half its max HP.  Affected by weather.,0,0,0,0,0,0,0,0,0,1,0,0,0
237,めざめるパワー,hidden-power,ノーマル,とくしゅ,60,100,15,0,第二世代,Power and type depend upon user’s IVs.  Power can range from 30 to 70.,0,0,0,0,0,0,0,0,0,0,1,0,1
238,クロスチョップ,cross-chop,かくとう,ぶつり,100,80,5,0,第二世代,Has an increased chance for a critical hit.,1,0,0,0,0,0,0,0,0,0,1,0,1
239,たつまき,twister,ドラゴン,とくしゅ,40,100,20,0,第二世代,Has a chance to make the target flinch.,0,0,0,0,0,0,1,0,0,0,1,0,1
240,あまごい,rain-dance,みず,へんか,,,5,0,第二世代,Changes the weather to rain for five turns.,0,0,0,0,0,0,0,0,0,0,0,0,0
241,にほんばれ,sunny-day,ほのお,へんか,,,5,0,第二世代,Changes the weather to sunny for five turns.,0,0,0,0,0,0,0,0,0,0,0,0,0
242,かみくだく,crunch,あく,ぶつり,80,100,15,0,第二世代,Has a chance to lower the target’s Defense by one stage.,1,0,0,0,0,0,0,1,0,0,1,0,1
243,ミラーコート,mirror-coat,エスパー,とくしゅ,,100,20,-5,第二世代,Inflicts twice the damage the user received from the last special hit it took.,0,0,0,0,0,0,0,0,0,0,0,0,0
244,じこあんじ,psych-up,ノーマル,へんか,,,10,0,第二世代,Discards the user’s stat changes and copies the target’s.,0,0,0,0,0,0,0,0,0,0,0,0,0
245,しんそく,extreme-speed,ノーマル,ぶつり,80,100,5,2,第二世代,Inflicts regular damage with no additional effect.,1,0,0,0,0,0,0,0,0,0,1,0,1
246,げんしのちから,ancient-power,いわ,とくしゅ,60,100,5,0,第二世代,Has a chance to raise all of the user’s stats by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
247,シャドーボール,shadow-ball,ゴースト,とくしゅ,80,100,15,0,第二世代,Has a chance to lower the target’s Special Defense by one stage.,0,0,0,1,0,0,0,0,0,0,1,0,1
248,みらいよち,future-sight,エスパー,とくしゅ,120,100,10,0,第二世代,Hits the target two turns later.,0,0,0,0,0,0,0,0,0,0,0,0,0
249,いわくだき,rock-smash,かくとう,ぶつり,40,100,15,0,第二世代,Has a chance to lower the target’s Defense by one stage.,1,0,0,0,0,0,0,0,0,0,1,0,1
250,うずしお,whirlpool,みず,とくしゅ,35,85,15,0,第二世代,Prevents the target from leaving battle and inflicts 1/16 its max HP in damage for 2-5 turns.,0,0,0,0,0,0,0,0,0,0,1,0,1
251,ふくろだたき,beat-up,あく,ぶつり,,100,10,0,第二世代,Hits once for every conscious Pokémon the trainer has.,0,0,0,0,0,0,0,0,0,0,0,0,0
252,ねこだまし,fake-out,ノーマル,ぶつり,40,100,10,3,第三世代,Can only be used as the first move after the user enters battle.  Causes the target to flinch.,1,0,0,0,0,0,0,0,0,0,1,0,1
253,さわぐ,uproar,ノーマル,とくしゅ,90,100,10,0,第三世代,Forced to use this move for several turns.  Pokémon cannot fall asleep in that time.,0,0,1,0,0,0,0,0,0,0,1,0,1
254,たくわえる,stockpile,ノーマル,へんか,,,20,0,第三世代,Stores energy up to three times for use with Spit Up and Swallow.,0,0,0,0,0,0,0,0,0,0,0,0,0
255,はきだす,spit-up,ノーマル,とくしゅ,,100,10,0,第三世代,Power is 100 times the amount of energy Stockpiled.,0,0,0,0,0,0,0,0,0,0,0,0,0
256,のみこむ,swallow,ノーマル,へんか,,,10,0,第三世代,"Recovers 1/4 HP after one Stockpile, 1/2 HP after two Stockpiles, or full HP after three Stockpiles.",0,0,0,0,0,0,0,0,0,1,0,0,0
257,ねっぷう,heat-wave,ほのお,とくしゅ,95,90,10,0,第三世代,Has a chance to burn the target.,0,0,0,0,0,0,1,0,0,0,1,0,1
258,あられ,hail,こおり,へんか,,,10,0,第三世代,Changes the weather to a hailstorm for five turns.,0,0,0,0,0,0,0,0,0,0,0,0,0
259,いちゃもん,torment,あく,へんか,,100,15,0,第三世代,Prevents the target from using the same move twice in a row.,0,0,0,0,0,0,0,0,0,0,1,1,1
260,おだてる,flatter,あく,へんか,,100,15,0,第三世代,Raises the target’s Special Attack by one stage and confuses the target.,0,0,0,0,0,0,0,0,0,0,1,1,1
261,おにび,will-o-wisp,ほのお,へんか,,85,15,0,第三世代,Burns the target.,0,0,0,0,0,0,0,0,0,0,1,1,1
262,おきみやげ,memento,あく,へんか,,100,10,0,第三世代,Lowers the target’s Attack and Special Attack by two stages.  User faints.,0,0,0,0,0,0,0,0,0,0,1,0,1
263,からげんき,facade,ノーマル,ぶつり,70,100,20,0,第三世代,"Power doubles if user is burned, paralyzed, or poisoned.",1,0,0,0,0,0,0,0,0,0,1,0,1
264,きあいパンチ,focus-punch,かくとう,ぶつり,150,100,20,-3,第三世代,"If the user takes damage before attacking, the attack is canceled.",1,1,0,0,0,0,0,0,0,0,1,0,0
265,きつけ,smelling-salts,ノーマル,ぶつり,70,100,10,0,第三世代,"If the target is paralyzed, inflicts double damage and cures the paralysis.",0,0,0,0,0,0,0,0,0,0,0,0,0
266,このゆびとまれ,follow-me,ノーマル,へんか,,,20,2,第三世代,Redirects the target’s single-target effects to the user for this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
267,しぜんのちから,nature-power,ノーマル,へんか,,,20,0,第三世代,Uses a move which depends upon the terrain.,0,0,0,0,0,0,0,0,0,0,0,0,0
268,じゅうでん,charge,でんき,へんか,,,20,0,第三世代,Raises the user’s Special Defense by one stage.  User’s Electric moves have doubled power next turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
269,ちょうはつ,taunt,あく,へんか,,100,20,0,第三世代,"For the next few turns, the target can only use damaging moves.",0,0,0,0,0,0,0,0,0,0,1,1,1
270,てだすけ,helping-hand,ノーマル,へんか,,,20,5,第三世代,Ally’s next move inflicts half more damage.,0,0,0,0,0,0,0,0,0,0,0,0,0
271,トリック,trick,エスパー,へんか,,100,10,0,第三世代,User and target swap items.,0,0,0,0,0,0,0,0,0,0,1,0,1
272,なりきり,role-play,エスパー,へんか,,,10,0,第三世代,Copies the target’s ability.,0,0,0,0,0,0,0,0,0,0,0,0,0
273,ねがいごと,wish,ノーマル,へんか,,,10,0,第三世代,User will recover half its max HP at the end of the next turn.,0,0,0,0,0,0,0,0,0,1,0,0,0
274,ねこのて,assist,ノーマル,へんか,,,20,0,第三世代,Randomly selects and uses one of the trainer’s other Pokémon’s moves.,0,0,0,0,0,0,0,0,0,0,0,0,0
275,ねをはる,ingrain,くさ,へんか,,,20,0,第三世代,Prevents the user from leaving battle.  User regains 1/16 of its max HP every turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
276,ばかぢから,superpower,かくとう,ぶつり,120,100,5,0,第三世代,Lowers the user’s Attack and Defense by one stage after inflicting damage.,1,0,0,0,0,0,0,0,0,0,1,0,1
277,マジックコート,magic-coat,エスパー,へんか,,,15,4,第三世代,Reflects back the first effect move used on the user this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
278,リサイクル,recycle,ノーマル,へんか,,,10,0,第三世代,User recovers the item it last used up.,0,0,0,0,0,0,0,0,0,0,0,0,0
279,リベンジ,revenge,かくとう,ぶつり,60,100,10,-4,第三世代,Inflicts double damage if the user takes damage before attacking this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
280,かわらわり,brick-break,かくとう,ぶつり,75,100,15,0,第三世代,Destroys Reflect and Light Screen.,1,0,0,0,0,0,0,0,0,0,1,0,1
281,あくび,yawn,ノーマル,へんか,,,10,0,第三世代,Target sleeps at the end of the next turn.,0,0,0,0,0,0,0,0,0,0,1,1,1
282,はたきおとす,knock-off,あく,ぶつり,65,100,20,0,第三世代,Target drops its held item.,1,0,0,0,0,0,0,0,0,0,1,0,1
283,がむしゃら,endeavor,ノーマル,ぶつり,,100,5,0,第三世代,Lowers the target’s HP to equal the user’s.,0,0,0,0,0,0,0,0,0,0,0,0,0
284,ふんか,eruption,ほのお,とくしゅ,150,100,5,0,第三世代,"Inflicts more damage when the user has more HP remaining, with a maximum of 150 power.",0,0,0,0,0,0,0,0,0,0,0,0,0
285,スキルスワップ,skill-swap,エスパー,へんか,,,10,0,第三世代,User and target swap abilities.,0,0,0,0,0,0,0,0,0,0,1,0,1
286,ふういん,imprison,エスパー,へんか,,,10,0,第三世代,Prevents the target from using any moves that the user also knows.,0,0,0,0,0,0,0,0,0,0,0,0,0
287,リフレッシュ,refresh,ノーマル,へんか,,,20,0,第三世代,"Cleanses the user of a burn, paralysis, or poison.",0,0,0,0,0,0,0,0,0,0,0,0,0
288,おんねん,grudge,ゴースト,へんか,,,5,0,第三世代,"If the user faints this turn, the PP of the move that fainted it drops to 0.",0,0,0,0,0,0,0,0,0,0,0,0,0
289,よこどり,snatch,あく,へんか,,,10,4,第三世代,"Steals the target’s move, if it’s self-targeted.",0,0,0,0,0,0,0,0,0,0,0,0,0
290,ひみつのちから,secret-power,ノーマル,ぶつり,70,100,20,0,第三世代,Has a chance to inflict a status effect which depends upon the terrain.,0,0,0,0,0,0,0,0,0,0,1,0,1
291,ダイビング,dive,みず,ぶつり,80,100,10,0,第三世代,"User dives underwater, dodging all attacks, and hits next turn.",1,0,0,0,0,0,0,0,0,0,1,0,1
292,つっぱり,arm-thrust,かくとう,ぶつり,15,100,20,0,第三世代,Hits 2-5 times in one turn.,1,0,0,0,0,0,0,0,0,0,1,0,1
293,ほごしょく,camouflage,ノーマル,へんか,,,20,0,第三世代,User’s type changes to match the terrain.,0,0,0,0,0,0,0,0,0,0,0,0,0
294,ほたるび,tail-glow,むし,へんか,,,20,0,第三世代,Raises the user’s Special Attack by three stages.,0,0,0,0,0,0,0,0,0,0,0,0,0
295,ラスターパージ,luster-purge,エスパー,とくしゅ,95,100,5,0,第三世代,Has a chance to lower the target’s Special Defense by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
296,ミストボール,mist-ball,エスパー,とくしゅ,95,100,5,0,第三世代,Has a chance to lower the target’s Special Attack by one stage.,0,0,0,1,0,0,0,0,0,0,1,0,1
297,フェザーダンス,feather-dance,ひこう,へんか,,100,15,0,第三世代,Lowers the target’s Attack by two stages.,0,0,0,0,0,0,0,0,0,0,1,1,1
298,フラフラダンス,teeter-dance,ノーマル,へんか,,100,20,0,第三世代,Confuses the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
299,ブレイズキック,blaze-kick,ほのお,ぶつり,85,90,10,0,第三世代,Has an increased chance for a critical hit and a chance to burn the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
300,どろあそび,mud-sport,じめん,へんか,,,15,0,第三世代,Halves all Electric-type damage.,0,0,0,0,0,0,0,0,0,0,0,0,0
301,アイスボール,ice-ball,こおり,ぶつり,30,90,20,0,第三世代,"Power doubles every turn this move is used in succession after the first, resetting after five turns.",0,0,0,0,0,0,0,0,0,0,0,0,0
302,ニードルアーム,needle-arm,くさ,ぶつり,60,100,15,0,第三世代,Has a chance to make the target flinch.,1,0,0,0,0,0,0,0,0,0,1,0,1
303,なまける,slack-off,ノーマル,へんか,,,5,0,第三世代,Heals the user by half its max HP.,0,0,0,0,0,0,0,0,0,1,0,0,0
304,ハイパーボイス,hyper-voice,ノーマル,とくしゅ,90,100,10,0,第三世代,Inflicts regular damage with no additional effect.,0,0,1,0,0,0,0,0,0,0,1,0,1
305,どくどくのキバ,poison-fang,どく,ぶつり,50,100,15,0,第三世代,Has a chance to badly poison the target.,1,0,0,0,0,0,0,1,0,0,1,0,1
306,ブレイククロー,crush-claw,ノーマル,ぶつり,75,95,10,0,第三世代,Has a chance to lower the target’s Defense by one stage.,1,0,0,0,0,0,0,0,0,0,1,0,1
307,ブラストバーン,blast-burn,ほのお,とくしゅ,150,90,5,0,第三世代,User foregoes its next turn to recharge.,0,0,0,0,0,0,0,0,0,0,1,0,1
308,ハイドロカノン,hydro-cannon,みず,とくしゅ,150,90,5,0,第三世代,User foregoes its next turn to recharge.,0,0,0,0,0,0,0,0,0,0,1,0,1
309,コメットパンチ,meteor-mash,はがね,ぶつり,90,90,10,0,第三世代,Has a chance to raise the user’s Attack by one stage.,1,1,0,0,0,0,0,0,0,0,1,0,1
310,おどろかす,astonish,ゴースト,ぶつり,30,100,15,0,第三世代,Has a chance to make the target flinch.,1,0,0,0,0,0,0,0,0,0,1,0,1
311,ウェザーボール,weather-ball,ノーマル,とくしゅ,50,100,10,0,第三世代,"If there be weather, this move has doubled power and the weather’s type.",0,0,0,1,0,0,0,0,0,0,1,0,1
312,アロマセラピー,aromatherapy,くさ,へんか,,,5,0,第三世代,Cures the entire party of major status effects.,0,0,0,0,0,0,0,0,0,0,0,0,0
313,うそなき,fake-tears,あく,へんか,,100,20,0,第三世代,Lowers the target’s Special Defense by two stages.,0,0,0,0,0,0,0,0,0,0,1,1,1
314,エアカッター,air-cutter,ひこう,とくしゅ,60,95,25,0,第三世代,Has an increased chance for a critical hit.,0,0,0,0,0,1,1,0,0,0,1,0,1
315,オーバーヒート,overheat,ほのお,とくしゅ,130,90,5,0,第三世代,Lowers the user’s Special Attack by two stages after inflicting damage.,0,0,0,0,0,0,0,0,0,0,1,0,1
316,かぎわける,odor-sleuth,ノーマル,へんか,,,40,0,第三世代,"Forces the target to have no Evade, and allows it to be hit by Normal and Fighting moves even if it’s a Ghost.",0,0,0,0,0,0,0,0,0,0,1,1,1
317,がんせきふうじ,rock-tomb,いわ,ぶつり,60,95,15,0,第三世代,Has a chance to lower the target’s Speed by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
318,ぎんいろのかぜ,silver-wind,むし,とくしゅ,60,100,5,0,第三世代,Has a chance to raise all of the user’s stats by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
319,きんぞくおん,metal-sound,はがね,へんか,,85,40,0,第三世代,Lowers the target’s Special Defense by two stages.,0,0,1,0,0,0,0,0,0,0,1,1,1
320,くさぶえ,grass-whistle,くさ,へんか,,55,15,0,第三世代,Puts the target to sleep.,0,0,1,0,0,0,0,0,0,0,1,1,1
321,くすぐる,tickle,ノーマル,へんか,,100,20,0,第三世代,Lowers the target’s Attack and Defense by one stage.,0,0,0,0,0,0,0,0,0,0,1,1,1
322,コスモパワー,cosmic-power,エスパー,へんか,,,20,0,第三世代,Raises the user’s Defense and Special Defense by one stage.,0,0,0,0,0,0,0,0,0,0,0,0,0
323,しおふき,water-spout,みず,とくしゅ,150,100,5,0,第三世代,"Inflicts more damage when the user has more HP remaining, with a maximum of 150 power.",0,0,0,0,0,0,0,0,0,0,0,0,0
324,シグナルビーム,signal-beam,むし,とくしゅ,75,100,15,0,第三世代,Has a chance to confuse the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
325,シャドーパンチ,shadow-punch,ゴースト,ぶつり,60,,20,0,第三世代,Never misses.,1,1,0,0,0,0,0,0,0,0,1,0,1
326,じんつうりき,extrasensory,エスパー,とくしゅ,80,100,20,0,第三世代,Has a chance to make the target flinch.,0,0,0,0,0,0,0,0,0,0,1,0,1
327,スカイアッパー,sky-uppercut,かくとう,ぶつり,85,90,15,0,第三世代,Inflicts regular damage and can hit Bounce and Fly users.,1,1,0,0,0,0,0,0,0,0,1,0,1
328,すなじごく,sand-tomb,じめん,ぶつり,35,85,15,0,第三世代,Prevents the target from fleeing and inflicts damage for 2-5 turns.,0,0,0,0,0,0,0,0,0,0,1,0,1
329,ぜったいれいど,sheer-cold,こおり,とくしゅ,,30,5,0,第三世代,Causes a one-hit KO.,0,0,0,0,0,0,0,0,0,0,1,0,1
330,だくりゅう,muddy-water,みず,とくしゅ,90,85,10,0,第三世代,Has a chance to lower the target’s accuracy by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
331,タネマシンガン,bullet-seed,くさ,ぶつり,25,100,30,0,第三世代,Hits 2-5 times in one turn.,0,0,0,1,0,0,0,0,0,0,1,0,1
332,つばめがえし,aerial-ace,ひこう,ぶつり,60,,20,0,第三世代,Never misses.,1,0,0,0,0,1,0,0,0,0,1,0,1
333,つららばり,icicle-spear,こおり,ぶつり,25,100,30,0,第三世代,Hits 2-5 times in one turn.,0,0,0,0,0,0,0,0,0,0,1,0,1
334,てっぺき,iron-defense,はがね,へんか,,,15,0,第三世代,Raises the user’s Defense by two stages.,0,0,0,0,0,0,0,0,0,0,0,0,0
335,とおせんぼう,block,ノーマル,へんか,,,5,0,第三世代,Prevents the target from leaving battle.,0,0,0,0,0,0,0,0,0,0,0,1,1
336,とおぼえ,howl,ノーマル,へんか,,,40,0,第三世代,Raises the user’s Attack by one stage.,0,0,1,0,0,0,0,0,0,0,0,0,0
337,ドラゴンクロー,dragon-claw,ドラゴン,ぶつり,80,100,15,0,第三世代,Inflicts regular damage with no additional effect.,1,0,0,0,0,0,0,0,0,0,1,0,1
338,ハードプラント,frenzy-plant,くさ,とくしゅ,150,90,5,0,第三世代,User foregoes its next turn to recharge.,0,0,0,0,0,0,0,0,0,0,1,0,1
339,ビルドアップ,bulk-up,かくとう,へんか,,,20,0,第三世代,Raises the user’s Attack and Defense by one stage.,0,0,0,0,0,0,0,0,0,0,0,0,0
340,とびはねる,bounce,ひこう,ぶつり,85,85,5,0,第三世代,"User bounces high into the air, dodging all attacks, and hits next turn.",1,0,0,0,0,0,0,0,0,0,1,0,1
