id,name_ja,name_en,category_en,fling_power,effect_en
278,みどりのプレート,meadow-plate,plates,90,Held: Grass-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Grass.
279,つららのプレート,icicle-plate,plates,90,Held: Ice-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Ice.
280,こぶしのプレート,fist-plate,plates,90,Held: Fighting-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Fighting.
281,もうどくプレート,toxic-plate,plates,90,Held: Poison-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Poison.
282,だいちのプレート,earth-plate,plates,90,Held: Ground-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Ground.
283,あおぞらプレート,sky-plate,plates,90,Held: Flying-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Flying.
284,ふしぎのプレート,mind-plate,plates,90,Held: Psychic-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Psychic.
285,たまむしプレート,insect-plate,plates,90,Held: Bug-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Bug.
286,がんせきプレート,stone-plate,plates,90,Held: Rock-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Rock.
287,もののけプレート,spooky-plate,plates,90,Held: Ghost-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Ghost.
288,りゅうのプレート,draco-plate,plates,90,Held: Dragon-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Dragon.
289,こわもてプレート,dread-plate,plates,90,Held: Dark-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Dark.
290,こうてつプレート,iron-plate,plates,90,Held: Steel-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Steel.
291,あやしいおこう,odd-incense,type-enhancement,10,Held: Psychic-Type moves from holder do 20% more damage. Breeding: Mr. Mime begets a Mime Jr. Egg.
292,がんせきおこう,rock-incense,type-enhancement,10,Held: Rock-Type moves from holder do 20% more damage. Breeding: Sudowoodo begets a Bonsly Egg.
293,まんぷくおこう,full-incense,bad-held-items,10,Held: Holder moves last in its priority bracket. Breeding: Snorlax begets a Munchlax Egg.
294,さざなみのおこう,wave-incense,type-enhancement,10,Held: Water-Type moves from holder do 20% more damage. Breeding: Mantine begets a Mantyke Egg.
295,おはなのおこう,rose-incense,type-enhancement,10,Held: Grass-Type moves from holder do 20% more damage. Breeding: Roselia or Roserade beget a Budew Egg.
296,こううんのおこう,luck-incense,training,10,Held: Doubles the money earned from a battle. Does not stack with Amulet Coin. Breeding: Chansey and Blissey beget a Happiny Egg.
297,きよめのおこう,pure-incense,training,10,Prevents wild encounters of level lower than your party’s lead Pokémon. Breeding: Chimecho begets a Chingling Egg.
298,プロテクター,protector,evolution,80,Traded on a Rhydon: Holder evolves into Rhyperior.
299,エレキブースター,electirizer,evolution,80,Traded on an Electabuzz: Holder evolves into Electivire.
300,マグマブースター,magmarizer,evolution,80,Traded on a Magmar: Holder evolves into Magmortar.
301,あやしいパッチ,dubious-disc,evolution,50,Traded on a Porygon2: Holder evolves into Porygon-Z.
302,れいかいのぬの,reaper-cloth,evolution,10,Traded on a Dusclops: Holder evolves into Dusknoir.
303,するどいツメ,razor-claw,held-items,80,Held: Raises the holder’s critical hit ratio by one stage. Held by a Sneasel while levelling up at night: Holder evolves into Weavile.
304,するどいキバ,razor-fang,held-items,30,Held: Damaging moves gain a 10% chance to make their target flinch. Held by a Gligar while levelling up: Holder evolves into Gliscor.
305,わざマシン01,tm01,all-machines,,Teaches Hone Claws to a compatible Pokémon. (Gen IV & III: Focus Punch Gen II: DynamicPunch Gen I: Mega Punch)
306,わざマシン02,tm02,all-machines,,Teaches Dragon Claw to a compatible Pokémon. (Gen II: Headbutt Gen I: Razor Wind)
307,わざマシン03,tm03,all-machines,,Teaches Psyshock to a compatible Pokémon. (Gen IV & III: Water Pulse Gen II: Curse Gen I: Swords Dance)
308,わざマシン04,tm04,all-machines,,Teaches Calm Mind to a compatible Pokémon. (Gen II: Rollout Gen I: Whirlwind)
309,わざマシン05,tm05,all-machines,,Teaches Roar to a compatible Pokémon. (Gen I: Mega Kick)
310,わざマシン06,tm06,all-machines,,Teaches Toxic to a compatible Pokémon.
311,わざマシン07,tm07,all-machines,,Teaches Hail to a compatible Pokémon. (Gen II: Zap Cannon Gen I: Horn Drill)
312,わざマシン08,tm08,all-machines,,Teaches Bulk Up to a compatible Pokémon. (Gen II: Rock Smash Gen I: Body Slam)
313,わざマシン09,tm09,all-machines,,Teaches Venoshock to a compatible Pokémon. (Gen IV & III: Bullet Seed Gen II: Psych Up Gen I: Take Down)
314,わざマシン10,tm10,all-machines,,Teaches Hidden Power to a compatible Pokémon. (Gen I: Double-Edge)
315,わざマシン11,tm11,all-machines,,Teaches Sunny Day to a compatible Pokémon. (Gen I: BubbleBeam)
316,わざマシン12,tm12,all-machines,,Teaches Taunt to a compatible Pokémon. (Gen II: Sweet Scent Gen I: Water Gun)
317,わざマシン13,tm13,all-machines,,Teaches Ice Beam to a compatible Pokémon. (Gen II: Snore)
318,わざマシン14,tm14,all-machines,,Teaches Blizzard to a compatible Pokémon.
319,わざマシン15,tm15,all-machines,,Teaches Hyper Beam to a compatible Pokémon.
320,わざマシン16,tm16,all-machines,,Teaches Light Screen to a compatible Pokémon. (Gen II: Icy Wind Gen I: Pay Day)
321,わざマシン17,tm17,all-machines,,Teaches Protect to a compatible Pokémon. (Gen I: Submission)
322,わざマシン18,tm18,all-machines,,Teaches Rain Dance to a compatible Pokémon. (Gen I: Counter)
323,わざマシン19,tm19,all-machines,,Teaches Telekinesis to a compatible Pokémon. (Gen IV & III & II: Giga Drain Gen I: Seismic Toss)
324,わざマシン20,tm20,all-machines,,Teaches Safeguard to a compatible Pokémon. (Gen II: Endure Gen I: Rage)
325,わざマシン21,tm21,all-machines,,Teaches Frustration to a compatible Pokémon. (Gen I: Mega Drain)
326,わざマシン22,tm22,all-machines,,Teaches SolarBeam to a compatible Pokémon.
327,わざマシン23,tm23,all-machines,,Teaches Smack Down to a compatible Pokémon. (Gen IV & III & II: Iron Tail Gen I: Dragon Rage)
328,わざマシン24,tm24,all-machines,,Teaches Thunderbolt to a compatible Pokémon. (Gen II: DragonBreath)
329,わざマシン25,tm25,all-machines,,Teaches Thunder to a compatible Pokémon.
330,わざマシン26,tm26,all-machines,,Teaches Earthquake to a compatible Pokémon.
331,わざマシン27,tm27,all-machines,,Teaches Return to a compatible Pokémon. (Gen I: Fissure)
332,わざマシン28,tm28,all-machines,,Teaches Dig to a compatible Pokémon.
333,わざマシン29,tm29,all-machines,,Teaches Psychic to a compatible Pokémon.
334,わざマシン30,tm30,all-machines,,Teaches Shadow Ball to a compatible Pokémon. (Gen I: Teleport)
335,わざマシン31,tm31,all-machines,,Teaches Brick Break to a compatible Pokémon. (Gen II: Mud-Slap Gen I: Mimic)
336,わざマシン32,tm32,all-machines,,Teaches Double Team to a compatible Pokémon.
337,わざマシン33,tm33,all-machines,,Teaches Reflect to a compatible Pokémon. (Gen II: Ice Punch)
338,わざマシン34,tm34,all-machines,,Teaches Sludge Wave to a compatible Pokémon. (Gen IV & III: Shock Wave Gen II: Swagger Gen I: Bide)
339,わざマシン35,tm35,all-machines,,Teaches Flamethrower to a compatible Pokémon. (Gen II: Sleep Talk Gen I: Metronome)
340,わざマシン36,tm36,all-machines,,Teaches Sludge Bomb to a compatible Pokémon. (Gen I: Selfdestruct)
341,わざマシン37,tm37,all-machines,,Teaches Sandstorm to a compatible Pokémon. (Gen I: Egg Bomb)
342,わざマシン38,tm38,all-machines,,Teaches Fire Blast to a compatible Pokémon.
343,わざマシン39,tm39,all-machines,,Teaches Rock Tomb to a compatible Pokémon. (Gen II & I: Swift)
344,わざマシン40,tm40,all-machines,,Teaches Aerial Ace to a compatible Pokémon. (Gen II: Defense Curl Gen I: Skull Bash)
345,わざマシン41,tm41,all-machines,,Teaches Torment to a compatible Pokémon. (Gen II: ThunderPunch Gen I: Softboiled)
346,わざマシン42,tm42,all-machines,,Teaches Facade to a compatible Pokémon. (Gen II & I: Dream Eater)
347,わざマシン43,tm43,all-machines,,Teaches Flame Charge to a compatible Pokémon. (Gen IV & III: Secret Power Gen II: Detect Gen I: Sky Attack)
348,わざマシン44,tm44,all-machines,,Teaches Rest to a compatible Pokémon.
349,わざマシン45,tm45,all-machines,,Teaches Attract to a compatible Pokémon. (Gen I: Thunder Wave)
350,わざマシン46,tm46,all-machines,,Teaches Thief to a compatible Pokémon. (Gen I: Psywave)
351,わざマシン47,tm47,all-machines,,Teaches Low Sweep to a compatible Pokémon. (Gen IV & III & II: Steel Wing Gen I: Explosion)
352,わざマシン48,tm48,all-machines,,Teaches Round to a compatible Pokémon. (Gen IV & III: Skill Swap Gen II: Fire Punch Gen I: Rock Slide)
353,わざマシン49,tm49,all-machines,,Teaches Echoed Voice to a compatible Pokémon. (Gen IV & III: Snatch Gen II: Fury Cutter Gen I: Tri Attack)
354,わざマシン50,tm50,all-machines,,Teaches Overheat to a compatible Pokémon. (Gen II: Nightmare Gen I: Substitute)
355,わざマシン51,tm51,all-machines,,Teaches Ally Switch to a compatible Pokémon. (Gen IV: Roost)
356,わざマシン52,tm52,all-machines,,Teaches Focus Blast to a compatible Pokémon.
357,わざマシン53,tm53,all-machines,,Teaches Energy Ball to a compatible Pokémon.
358,わざマシン54,tm54,all-machines,,Teaches False Swipe to a compatible Pokémon.
359,わざマシン55,tm55,all-machines,,Teaches Scald to a compatible Pokémon. (Gen IV: Brine)
360,わざマシン56,tm56,all-machines,,Teaches Fling to a compatible Pokémon.
361,わざマシン57,tm57,all-machines,,Teaches Charge Beam to a compatible Pokémon.
362,わざマシン58,tm58,all-machines,,Teaches Sky Drop to a compatible Pokémon. (Gen IV: Endure)
363,わざマシン59,tm59,all-machines,,Teaches Incinerate to a compatible Pokémon. (Gen IV: Dragon Pulse)
364,わざマシン60,tm60,all-machines,,Teaches Quash to a compatible Pokémon. (Gen IV: Drain Punch)
365,わざマシン61,tm61,all-machines,,Teaches Will-O-Wisp to a compatible Pokémon.
366,わざマシン62,tm62,all-machines,,Teaches Acrobatics to a compatible Pokémon. (Gen IV: Silver Wind)
367,わざマシン63,tm63,all-machines,,Teaches Embargo to a compatible Pokémon.
368,わざマシン64,tm64,all-machines,,Teaches Explosion to a compatible Pokémon.
369,わざマシン65,tm65,all-machines,,Teaches Shadow Claw to a compatible Pokémon.
370,わざマシン66,tm66,all-machines,,Teaches Payback to a compatible Pokémon.
371,わざマシン67,tm67,all-machines,,Teaches Retaliate to a compatible Pokémon. (Gen IV: Recycle)
372,わざマシン68,tm68,all-machines,,Teaches Giga Impact to a compatible Pokémon.
373,わざマシン69,tm69,all-machines,,Teaches Rock Polish to a compatible Pokémon.
374,わざマシン70,tm70,all-machines,,Teaches Flash to a compatible Pokémon.
375,わざマシン71,tm71,all-machines,,Teaches Stone Edge to a compatible Pokémon.
376,わざマシン72,tm72,all-machines,,Teaches Volt Switch to a compatible Pokémon. (Gen IV: Avalanche)
377,わざマシン73,tm73,all-machines,,Teaches Thunder Wave to a compatible Pokémon.
378,わざマシン74,tm74,all-machines,,Teaches Gyro Ball to a compatible Pokémon.
379,わざマシン75,tm75,all-machines,,Teaches Swords Dance to a compatible Pokémon.
380,わざマシン76,tm76,all-machines,,Teaches Struggle Bug to a compatible Pokémon. (Gen IV: Stealth Rock)
381,わざマシン77,tm77,all-machines,,Teaches Psych Up to a compatible Pokémon.
382,わざマシン78,tm78,all-machines,,Teaches Bulldoze to a compatible Pokémon. (Gen IV: Captivate)
383,わざマシン79,tm79,all-machines,,Teaches Frost Breath to a compatible Pokémon. (Gen IV: Dark Pulse)
384,わざマシン80,tm80,all-machines,,Teaches Rock Slide to a compatible Pokémon.
385,わざマシン81,tm81,all-machines,,Teaches X-Scissor to a compatible Pokémon.
386,わざマシン82,tm82,all-machines,,Teaches Dragon Tail to a compatible Pokémon. (Gen IV: Sleep Talk)
387,わざマシン83,tm83,all-machines,,Teaches Work Up to a compatible Pokémon. (Gen IV: Natural Gift)
388,わざマシン84,tm84,all-machines,,Teaches Poison Jab to a compatible Pokémon.
389,わざマシン85,tm85,all-machines,,Teaches Dream Eater to a compatible Pokémon.
390,わざマシン86,tm86,all-machines,,Teaches Grass Knot to a compatible Pokémon.
391,わざマシン87,tm87,all-machines,,Teaches Swagger to a compatible Pokémon.
392,わざマシン88,tm88,all-machines,,Teaches Pluck to a compatible Pokémon.
393,わざマシン89,tm89,all-machines,,Teaches U-turn to a compatible Pokémon.
394,わざマシン90,tm90,all-machines,,Teaches Substitute to a compatible Pokémon.
395,わざマシン91,tm91,all-machines,,Teaches Flash Cannon to a compatible Pokémon.
396,わざマシン92,tm92,all-machines,,Teaches Trick Room to a compatible Pokémon.
397,ひでんマシン01,hm01,all-machines,,Teaches Cut to a compatible Pokémon.
398,ひでんマシン02,hm02,all-machines,,Teaches Fly to a compatible Pokémon.
399,ひでんマシン03,hm03,all-machines,,Teaches Surf to a compatible Pokémon.
400,ひでんマシン04,hm04,all-machines,,Teaches Strength to a compatible Pokémon.
401,ひでんマシン05,hm05,all-machines,,Teaches Waterfall to a compatible Pokémon. (HS: Whirlpool DPP: Defog Gen III & II & I: Flash)
402,ひでんマシン06,hm06,all-machines,,Teaches Dive to a compatible Pokémon. (Gen IV & III: Rock Smash Gen II: Whirlpool)
403,ひでんマシン07,hm07,all-machines,,Teaches a move to a compatible Pokémon. (Gen IV & III & II: Waterfall)
404,ひでんマシン08,hm08,all-machines,,Teaches a move to a compatible Pokémon. (Gen IV: Rock Climb Gen III: Dive)
405,たんけんセット,explorer-kit,gameplay,,Allows visiting the Underground.
406,たからぶくろ,loot-sack,unused,,Carries coal mine loot.
407,ルールブック,rule-book,unused,,List of battle types and their rules.
408,ポケトレ,poke-radar,gameplay,,Use to track down rare or shiny Pokémon. 50 steps to recharge.
409,ポイントカード,point-card,gameplay,,Keeps count of Battle Points earned.
410,ぼうけんノート,journal,gameplay,,Records prior significant activities the player took.
411,シールいれ,seal-case,gameplay,,Stores Seals that can be applied to Poké Ball capsules.
412,アクセサリーいれ,fashion-case,gameplay,,Holds Pokémon Accessories for use in Contests.
413,シールぶくろ,seal-bag,unused,,Holds ten Seals for Poké Balls.
414,ともだちてちょう,pal-pad,gameplay,,Use to record Friend Codes and check your own.
415,はつでんしょキー,works-key,plot-advancement,,Grants access to Valley Windworks.
416,こだいのおまもり,old-charm,plot-advancement,,Trade to Cynthia’s grandmother in Celestic Town for HM04 (Surf).
417,ギンガだんのカギ,galactic-key,plot-advancement,,Grants access to Galactic HQ in Veilstone City.
418,あかいくさり,red-chain,unused,,Used to bind Palkia and Dialga.
419,タウンマップ,town-map,gameplay,,Use to see the overworld map.
420,バトルサーチャー,vs-seeker,gameplay,,Allows rebattling of on-screen trainers. 100 steps to recharge.
421,コインケース,coin-case,gameplay,,Holds coins for the Game Corner.
422,ボロのつりざお,old-rod,gameplay,,Used to catch Pokémon in bodies of water.
423,いいつりざお,good-rod,gameplay,,Used to catch Pokémon in bodies of water.
424,すごいつりざお,super-rod,gameplay,,Used to catch Pokémon in bodies of water.
425,コダックじょうろ,sprayduck,gameplay,,Used to water berries.
426,ポフィンケース,poffin-case,gameplay,,Holds Poffins.
427,じてんしゃ,bicycle,gameplay,,Use for fast transit.
428,ルームキー,suite-key,event-items,,Opens a locked building in the Lakeside Resort.
429,オーキドのてがみ,oaks-letter,event-items,,"Allows access to Seabreak path, Flower Paradise, and Shaymin."
430,みかづきのはね,lunar-wing,event-items,,Cures sailor’s son of nightmares in Canalave City.
431,メンバーズカード,member-card,event-items,,Allows access to Newmoon Island and Darkrai.
432,てんかいのふえ,azure-flute,event-items,,Allows entry into the Hall of Origin. Unreleased.
433,ふねのチケット,ss-ticket,plot-advancement,,Ticket for a ship. (RSE: S.S. Tidal LF: S.S. Anne HG: S.S. Aqua)
434,コンテストパス,contest-pass,gameplay,,Allows participation in Pokémon Contests.
435,かざんのおきいし,magma-stone,plot-advancement,,Magma is sealed inside.
436,おとどけもの,parcel,plot-advancement,,Given to the trainer’s rival in Jubilife City. Contains Town Maps.
437,ひきかえけん1,coupon-1,plot-advancement,,The first of three tickets used to obtain a Pokétch.
438,ひきかえけん2,coupon-2,plot-advancement,,The second of three tickets used to obtain a Pokétch.
439,ひきかえけん3,coupon-3,plot-advancement,,The last of three tickets used to obtain a Pokétch.
440,そうこのカギ,storage-key,plot-advancement,,Grants access to the Team Galactic warehouse in Veilstone City.
441,ひでんのくすり,secret-potion,plot-advancement,,Used to heal the Ampharos at the top of Olivine Lighthouse.
442,はっきんだま,griseous-orb,species-specific,60,"Boosts the damage from Giratina’s Dragon-type and Ghost-type moves by 20%, and transforms it into Origin Forme."
443,バトルレコーダー,vs-recorder,gameplay,,"Records wireless, Wi-Fi, or Battle Frontier battles, and stores points."
444,グラシデアのはな,gracidea,event-items,,Changes an unfrozen Shaymin to Sky Forme in the day.
445,ひみつのカギ,secret-key,event-items,,Gen IV: The key to Rotom’s appliance room. Gen III: The key to Cinnabar Gym.
446,ぼんぐりケース,apricorn-box,gameplay,,Holds Apricorns.
447,きのみプランター,berry-pots,gameplay,,Allows portable berry growing.
448,ゼニガメじょうろ,squirt-bottle,plot-advancement,,Use on Sudowoodo blocking the path on Route 36. Also waters berries.
449,ルアーボール,lure-ball,apricorn-balls,,3× effectiveness while fishing. Made from Blu Apricorn.
450,レベルボール,level-ball,apricorn-balls,,Success rate based off of fraction target Pokémon is of user’s Pokémon. Made from Red Apricorn.
451,ムーンボール,moon-ball,apricorn-balls,,4× effectiveness on familes of Pokémon with a Moon Stone evolution. Made from Ylw Apricorn.
452,ヘビーボール,heavy-ball,apricorn-balls,,Has flat bonus or penalty to catch rate depending on weight class of target. Made from Blk Apricorn.
453,スピードボール,fast-ball,apricorn-balls,,4× effectiveness on Pokémon with 100 or greater base speed. (Gen II: Roaming or Fleeing Pokémon). Made from Wht Apricorn.
454,フレンドボール,friend-ball,apricorn-balls,,Caught Pokémon start with 200 happiness. Made from Grn Apricorn.
455,ラブラブボール,love-ball,apricorn-balls,,"8× effectiveness on opposite sex, same species targets of the Active Pokémon. Made from Pnk Apricorn."
456,パークボール,park-ball,standard-balls,,Catches Pokémon in the Pal Park every time.
457,コンペボール,sport-ball,standard-balls,,Tries to catch a Pokémon in the Bug-Catching contest in National Park. (Gen II: Park Ball)
458,あかぼんぐり,red-apricorn,apricorn-box,10,Used to make a Level Ball.
459,あおぼんぐり,blue-apricorn,apricorn-box,10,Used to make a Lure Ball.
460,きぼんぐり,yellow-apricorn,apricorn-box,10,Used to make a Moon Ball.
461,みどぼんぐり,green-apricorn,apricorn-box,10,Used to make a Friend Ball.
462,ももぼんぐり,pink-apricorn,apricorn-box,10,Used to make a Love Ball.
463,しろぼんぐり,white-apricorn,apricorn-box,10,Used to make a Fast Ball.
464,くろぼんぐり,black-apricorn,apricorn-box,10,Used to make a Heavy Ball.
465,ダウジングマシン,dowsing-machine,gameplay,,Use to find hidden items on the field. AKA Itemfinder.
466,いかりまんじゅう,rage-candy-bar,gameplay,30,HS: Traded for TM64. Gen II & Gen V: Acts as a Potion.
467,べにいろのたま,red-orb,plot-advancement,,Summons Groudon to the Embedded Tower.
468,あいいろのたま,blue-orb,plot-advancement,,Summons Kyogre to the Embedded Tower.
469,もえぎいろのたま,jade-orb,plot-advancement,,Summons Rayquaza to the Embedded Tower.
470,なぞのすいしょう,enigma-stone,event-items,,S: Summons Latias H: Summons Latios.
471,アンノーンノート,unown-report,gameplay,,Keeps track of Unown types caught.
472,ブルーカード,blue-card,gameplay,,Keeps track of points from Buena’s show.
473,おいしいシッポ,slowpoke-tail,unused,,A tasty tail that sells for a high price.
474,とうめいなスズ,clear-bell,plot-advancement,,HS: Allows Kimono-girls to summon Ho-oh. C: Summons Suicune to the Tin Tower.
475,カードキー,card-key,plot-advancement,,HS: Opens doors in the Radio Tower. Gen III: Unlocks Silph Co Doors.
476,ちかのかぎ,basement-key,plot-advancement,,HS: Key to the tunnel under Goldenrod City. Gen III: Key to New Mauville.
477,あかいウロコ,red-scale,plot-advancement,,Trade to Mr. Pokémon for an Exp. Share.
478,おとしもの,lost-item,plot-advancement,,A Poké Doll lost by the Copycat who lives in Saffron City. Trade for a Pass.
479,リニアパス,pass,plot-advancement,,Grants access to ride the Magnet Train between Goldenrod City and Saffron City.
480,きかいのぶひん,machine-part,plot-advancement,,Must be replaced in the Power Plant to power the Magnet Train.
481,ぎんいろのはね,silver-wing,plot-advancement,,Summons Lugia to the Whirl Islands.
482,にじいろのはね,rainbow-wing,plot-advancement,,Summons Ho-Oh at the top of the Bell Tower.
483,ふしぎなタマゴ,mystery-egg,plot-advancement,,Deliver to Professor Elm.
484,ＧＢプレイヤー,gb-sounds,gameplay,,Use to listen to GameBoy era audio.
485,うみなりのスズ,tidal-bell,plot-advancement,,Allows Kimono-girls to summon Lugia.
486,データカード01,data-card-01,data-cards,,Records the number of times the trainer has come in first place overall in the Pokéathlon.
487,データカード02,data-card-02,data-cards,,Records the number of times the trainer has come in last place overall in the Pokéathlon.
488,データカード03,data-card-03,data-cards,,Records the number of times the trainer’s Pokémon have dashed in the Pokéathlon.
489,データカード04,data-card-04,data-cards,,Records the number of times the trainer’s Pokémon have jumped in the Pokéathlon.
490,データカード05,data-card-05,data-cards,,Records the number of times the trainer has come in first in the Pokéathlon Hurdle Dash.
491,データカード06,data-card-06,data-cards,,Records the number of times the trainer has come in first in the Pokéathlon Relay Run.
492,データカード07,data-card-07,data-cards,,Records the number of times the trainer has come in first in the Pokéathlon Pennant Capture.
493,データカード08,data-card-08,data-cards,,Records the number of times the trainer has come in first in the Pokéathlon Block Smash.
494,データカード09,data-card-09,data-cards,,Records the number of times the trainer has come in first in the Pokéathlon Disc Catch.
495,データカード10,data-card-10,data-cards,,Records the number of times the trainer has come in first in the Pokéathlon Snow Throw.
496,データカード11,data-card-11,data-cards,,Records the number of points the trainer has earned in the Pokéathlon.
497,データカード12,data-card-12,data-cards,,Records the number of times the trainer’s Pokémon have messed up in the Pokéathlon.
498,データカード13,data-card-13,data-cards,,Records the number of times the trainer’s Pokémon have defeated themselves in the Pokéathlon.
499,データカード14,data-card-14,data-cards,,Records the number of times the trainer’s Pokémon have tackled in the Pokéathlon.
500,データカード15,data-card-15,data-cards,,Records the number of times the trainer’s Pokémon have fallen in the Pokéathlon.
501,データカード16,data-card-16,data-cards,,Records the number of times the trainer has come in first in the Pokéathlon Ring Drop.
502,データカード17,data-card-17,data-cards,,Records the number of times the trainer has come in first in the Pokéathlon Lamp Jump.
503,データカード18,data-card-18,data-cards,,Records the number of times the trainer has come in first in the Pokéathlon Circle Push.
504,データカード19,data-card-19,data-cards,,Records the number of times the trainer has come in first place overall in the Pokéathlon over wirelss.
505,データカード20,data-card-20,data-cards,,Records the number of times the trainer has come in last place overall in the Pokéathlon over wireless.
506,データカード21,data-card-21,data-cards,,Records the number of times the trainer has come in first across all Pokéathlon events.
507,データカード22,data-card-22,data-cards,,Records the number of times the trainer has come in last across all Pokéathlon events.
508,データカード23,data-card-23,data-cards,,Records the number of times the trainer has switched Pokémon in the Pokéathlon.
509,データカード24,data-card-24,data-cards,,Records the number of times the trainer has come in first in the Pokéathlon Goal Roll.
510,データカード25,data-card-25,data-cards,,Records the number of times the trainer’s Pokémon received prizes in the Pokéathlon.
511,データカード26,data-card-26,data-cards,,Records the number of times the trainer has instructed Pokémon in the Pokéathlon.
512,データカード27,data-card-27,data-cards,,Records the total time spent in the Pokéathlon.
513,ロックカプセル,lock-capsule,unused,,Contains TM95 (Snarl).
514,フォトアルバム,photo-album,unused,,Stores photos from your adventure.
515,オレンジメール,orange-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
516,ハーバーメール,harbor-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
517,キラキラメール,glitter-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
518,メカニカルメール,mech-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
519,ウッディメール,wood-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
520,クロスメール,wave-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
521,トレジャーメール,bead-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
522,シャドーメール,shadow-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
523,トロピカルメール,tropic-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
524,ドリームメール,dream-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
525,ミラクルメール,fab-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
526,レトロメール,retro-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
527,マッハじてんしゃ,mach-bike,gameplay,,"Faster than the Acro Bike, and can ride up sandy slopes and across cracked floors."
528,ダートじてんしゃ,acro-bike,gameplay,,"More maneuverable than the Mach Bike, and allows hopping along rails."
529,ホエルコじょうろ,wailmer-pail,gameplay,,Used to water berries.
530,デボンのにもつ,devon-goods,plot-advancement,,Contains mechanical parts to be delivered to Captain Stern.
531,はいぶくろ,soot-sack,gameplay,,Stores volcanic ash from Route 113.
532,ポロックケース,pokeblock-case,gameplay,,Holds Pokéblocks.
533,ダイゴへのてがみ,letter,plot-advancement,,A letter to Steven from the Devon Corp president.
534,むげんのチケット,eon-ticket,event-items,,Provides access to Southern Island and Latias or Latios.
535,たんちき,scanner,plot-advancement,,Trade to Captain Stern for a DeepSeaTooth or DeepSeaScale.
536,ゴーゴーゴーグル,go-goggles,gameplay,,Allows passage through windy deserts.
537,いんせき,meteorite,plot-advancement,,FL: Deliver to Lostelle’s father. RSE: Trade to Professor Cozmo for TM27 (Return).
538,1ごうしつのカギ,rm-1-key,plot-advancement,,Unlocks room 1 on the Abandoned Ship.
539,2ごうしつのカギ,rm-2-key,plot-advancement,,Unlocks room 2 on the Abandoned Ship.
540,4ごうしつのカギ,rm-4-key,plot-advancement,,Unlocks room 4 on the Abandoned Ship.
541,6ごうしつのカギ,rm-6-key,plot-advancement,,Unlocks room 6 on the Abandoned Ship.
542,デボンスコープ,devon-scope,gameplay,,Allows spotting of invisible Kecleon.
543,おとどけもの,oaks-parcel,plot-advancement,,Trade to Prof. Oak for a Pokédex.
544,ポケモンのふえ,poke-flute,plot-advancement,,"Use to awaken sleeping Pokémon, including Snorlax on roads."
545,ひきかえけん,bike-voucher,plot-advancement,,Trade in Cerulean bike shop for a Bicycle.
546,きんのいれば,gold-teeth,plot-advancement,,The Safari Zone Warden’s dentures. Trade for HM04 (Strength).
547,エレベータのカギ,lift-key,plot-advancement,,Operates the elevator in Team Rocket’s Celadon Hideout.
548,シルフスコープ,silph-scope,plot-advancement,,Used to identify the true forms of ghosts in Pokémon Tower.
549,ボイスチェッカー,fame-checker,gameplay,,Records information about NPCs.
550,わざマシンケース,tm-case,gameplay,,Holds TMs.
551,きのみぶくろ,berry-pouch,gameplay,,Holds berries.
552,おしえテレビ,teachy-tv,gameplay,,Teachers basic trainer advice.
553,トライパス,tri-pass,plot-advancement,,Grants access to the first three Sevii Islands.
554,レインボーパス,rainbow-pass,plot-advancement,,Grants access to all of the Sevii Islands.
555,おちゃ,tea,plot-advancement,,Grants access to Saffron City.
556,しんぴのチケット,mysticticket,event-items,,Allows access to Navel Rock and Lugia or Ho-oh.
557,オーロラチケット,auroraticket,event-items,,Allows access to Birth Island and Deoxys.
558,こないれ,powder-jar,gameplay,,Stores Berry Powder made using a Berry Crusher.
559,ルビー,ruby,plot-advancement,,Give to Celio with Sapphire to activate Network Machine and get Rainbow Pass.
